x,y
0.00000,10.52030
0.02004,9.82859
0.04008,9.69667
0.06012,9.84117
0.08016,9.54087
0.10020,10.03414
0.12024,9.38295
0.14028,9.83307
0.16032,9.98232
0.18036,7.80489
0.20040,9.81938
0.22044,9.19185
0.24048,8.03566
0.26052,8.63349
0.28056,7.94367
0.30060,8.88460
0.32064,7.21659
0.34068,7.92415
0.36072,7.53109
0.38076,7.56495
0.40080,7.93698
0.42084,7.59864
0.44088,7.74786
0.46092,7.39739
0.48096,6.90122
0.50100,8.64483
0.52104,8.19756
0.54108,7.13564
0.56112,7.98782
0.58116,6.69523
0.60120,6.64584
0.62124,6.97326
0.64128,6.70002
0.66132,6.69612
0.68136,6.64350
0.70140,6.75143
0.72144,6.51532
0.74148,7.17525
0.76152,5.28087
0.78156,6.35755
0.80160,4.93717
0.82164,6.76935
0.84168,5.96584
0.86172,5.07917
0.88176,5.60308
0.90180,5.13501
0.92184,5.86755
0.94188,5.72453
0.96192,5.50168
0.98196,5.62052
1.00200,5.16405
1.02204,5.82426
1.04208,5.56099
1.06212,4.94537
1.08216,4.71662
1.10220,4.73644
1.12224,5.00386
1.14228,4.94278
1.16232,4.18176
1.18236,4.55793
1.20240,5.13451
1.22244,5.54583
1.24248,4.63847
1.26253,5.24529
1.28257,5.29945
1.30261,4.54441
1.32265,4.06584
1.34269,4.68977
1.36273,4.55060
1.38277,4.85516
1.40281,4.97433
1.42285,3.70113
1.44289,4.23739
1.46293,4.36125
1.48297,4.47975
1.50301,3.87646
1.52305,4.04716
1.54309,4.62878
1.56313,4.48006
1.58317,3.51267
1.60321,3.63546
1.62325,3.43165
1.64329,3.95276
1.66333,4.05102
1.68337,2.80089
1.70341,3.24436
1.72345,3.83177
1.74349,2.79624
1.76353,3.92874
1.78357,3.17282
1.80361,2.51471
1.82365,3.22110
1.84369,2.23410
1.86373,3.49514
1.88377,3.18231
1.90381,3.00772
1.92385,3.86894
1.94389,3.44077
1.96393,4.02617
1.98397,2.97675
2.00401,3.08797
2.02405,3.66553
2.04409,2.70412
2.06413,3.05072
2.08417,1.70387
2.10421,2.04593
2.12425,1.72487
2.14429,2.36392
2.16433,2.52815
2.18437,1.77483
2.20441,2.40325
2.22445,3.02704
2.24449,2.60024
2.26453,3.02227
2.28457,3.39425
2.30461,1.79245
2.32465,2.59107
2.34469,2.59353
2.36473,3.15478
2.38477,2.14713
2.40481,2.08461
2.42485,2.65634
2.44489,3.43273
2.46493,2.18562
2.48497,1.00395
2.50501,2.13768
2.52505,2.47038
2.54509,2.91758
2.56513,2.23658
2.58517,2.43976
2.60521,1.36630
2.62525,1.71674
2.64529,2.02992
2.66533,2.31216
2.68537,1.20401
2.70541,2.58460
2.72545,1.99930
2.74549,1.39948
2.76553,1.78184
2.78557,2.42239
2.80561,2.39065
2.82565,2.51449
2.84569,2.43989
2.86573,2.75442
2.88577,1.40182
2.90581,1.83822
2.92585,2.13382
2.94589,1.26757
2.96593,1.56457
2.98597,1.67883
3.00601,1.62124
3.02605,1.43974
3.04609,1.66162
3.06613,0.45233
3.08617,2.06684
3.10621,1.33769
3.12625,2.12951
3.14629,1.81463
3.16633,1.39174
3.18637,1.13655
3.20641,1.58977
3.22645,2.24222
3.24649,0.86863
3.26653,0.15637
3.28657,1.01719
3.30661,1.41367
3.32665,2.09347
3.34669,1.47925
3.36673,1.45369
3.38677,0.79908
3.40681,0.69641
3.42685,1.13169
3.44689,1.60498
3.46693,1.83605
3.48697,1.41539
3.50701,0.78076
3.52705,0.82987
3.54709,0.70896
3.56713,1.54378
3.58717,1.41652
3.60721,1.06603
3.62725,1.14937
3.64729,1.39697
3.66733,2.06562
3.68737,0.52966
3.70741,1.34697
3.72745,1.14012
3.74749,0.58980
3.76754,0.76444
3.78758,0.60739
3.80762,1.63846
3.82766,0.65054
3.84770,0.62942
3.86774,0.78420
3.88778,1.07577
3.90782,-0.06239
3.92786,0.45818
3.94790,1.16248
3.96794,0.96577
3.98798,1.41736
4.00802,1.10582
4.02806,0.41702
4.04810,0.47474
4.06814,-0.06928
4.08818,0.11710
4.10822,0.62297
4.12826,1.02646
4.14830,0.13290
4.16834,-0.09561
4.18838,1.06496
4.20842,0.30114
4.22846,0.60076
4.24850,1.10474
4.26854,0.72124
4.28858,0.73138
4.30862,0.81280
4.32866,0.45261
4.34870,0.63724
4.36874,0.83603
4.38878,0.32737
4.40882,1.25422
4.42886,1.04844
4.44890,0.99927
4.46894,0.45094
4.48898,1.34569
4.50902,0.61997
4.52906,0.39911
4.54910,0.68343
4.56914,0.19069
4.58918,0.67848
4.60922,0.94206
4.62926,0.50094
4.64930,-0.70507
4.66934,0.86979
4.68938,0.36793
4.70942,0.37136
4.72946,0.93639
4.74950,0.59082
4.76954,0.46213
4.78958,1.46551
4.80962,0.56108
4.82966,1.14247
4.84970,0.32764
4.86974,0.40957
4.88978,0.76203
4.90982,-0.02051
