x,y
0.00000,9.92720
0.02004,-1.54257
0.04008,9.44687
0.06012,20.33584
0.08016,5.60500
0.10020,-5.05828
0.12024,-11.54919
0.14028,11.10820
0.16032,4.77354
0.18036,-4.20835
0.20040,17.55277
0.22044,1.07769
0.24048,-8.11859
0.26052,0.79704
0.28056,-1.71481
0.30060,-14.16974
0.32064,-7.71480
0.34068,-3.44822
0.36072,3.80594
0.38076,1.39176
0.40080,1.21103
0.42084,2.19678
0.44088,-1.66103
0.46092,19.09110
0.48096,10.83025
0.50100,8.87811
0.52104,-11.83877
0.54108,-3.54595
0.56112,22.86323
0.58116,4.40999
0.60120,10.66533
0.62124,3.89574
0.64128,12.81482
0.66132,12.64808
0.68136,-5.88268
0.70140,10.46251
0.72144,-4.55039
0.74148,-3.08712
0.76152,-11.40664
0.78156,-4.30852
0.80160,-3.72268
0.82164,-4.59960
0.84168,4.01977
0.86172,-2.89550
0.88176,6.52876
0.90180,8.75411
0.92184,-9.03662
0.94188,7.32905
0.96192,-1.99760
0.98196,-6.90772
1.00200,-1.31660
1.02204,2.83782
1.04208,7.49423
1.06212,2.06447
1.08216,0.26434
1.10220,13.30455
1.12224,-2.45883
1.14228,5.22755
1.16232,12.97100
1.18236,-16.10036
1.20240,13.95851
1.22244,-21.38974
1.24248,1.04067
1.26253,0.02509
1.28257,-11.72357
1.30261,-22.13191
1.32265,6.27116
1.34269,6.22391
1.36273,10.39940
1.38277,-10.44885
1.40281,15.09808
1.42285,-5.43126
1.44289,-0.78797
1.46293,5.70322
1.48297,-10.42351
1.50301,-5.22177
1.52305,18.49329
1.54309,12.35557
1.56313,-11.40193
1.58317,-5.18713
1.60321,12.04157
1.62325,4.95614
1.64329,11.61681
1.66333,-4.75764
1.68337,1.96602
1.70341,-3.83394
1.72345,-30.34568
1.74349,3.48942
1.76353,16.61182
1.78357,-7.88038
1.80361,-2.13597
1.82365,-7.38371
1.84369,14.58676
1.86373,31.15021
1.88377,-3.09914
1.90381,-4.69079
1.92385,2.86522
1.94389,7.90528
1.96393,12.66587
1.98397,18.36539
2.00401,-4.09265
2.02405,-5.45112
2.04409,17.76925
2.06413,15.41877
2.08417,19.54658
2.10421,20.69867
2.12425,11.79175
2.14429,7.80744
2.16433,2.89767
2.18437,13.26563
2.20441,-1.01137
2.22445,5.36633
2.24449,11.25426
2.26453,28.10739
2.28457,14.10704
2.30461,3.48566
2.32465,-6.51569
2.34469,-18.06419
2.36473,10.36376
2.38477,2.83272
2.40481,20.65330
2.42485,16.72527
2.44489,23.46549
2.46493,-2.30246
2.48497,22.38932
2.50501,8.54581
2.52505,7.01265
2.54509,8.09299
2.56513,25.20896
2.58517,6.94704
2.60521,11.74357
2.62525,4.20285
2.64529,5.73108
2.66533,10.34411
2.68537,11.13584
2.70541,7.33624
2.72545,4.48940
2.74549,8.45658
2.76553,19.66812
2.78557,13.64095
2.80561,2.60190
2.82565,11.53514
2.84569,11.48400
2.86573,-3.28800
2.88577,10.54317
2.90581,11.40903
2.92585,-2.25791
2.94589,13.46538
2.96593,3.45808
2.98597,26.92091
3.00601,1.28251
3.02605,3.68032
3.04609,2.43843
3.06613,27.71923
3.08617,13.02149
3.10621,-13.08259
3.12625,-1.13516
3.14629,25.82921
3.16633,7.06796
3.18637,12.30309
3.20641,29.88619
3.22645,13.58870
3.24649,10.89116
3.26653,12.71716
3.28657,21.59880
3.30661,12.22108
3.32665,-5.11370
3.34669,15.35728
3.36673,16.44107
3.38677,-1.45628
3.40681,20.92309
3.42685,4.33090
3.44689,17.49402
3.46693,26.34480
3.48697,11.01267
3.50701,-9.24279
3.52705,28.86819
3.54709,13.91086
3.56713,18.14725
3.58717,6.79731
3.60721,15.39812
3.62725,-0.07041
3.64729,21.28361
3.66733,26.21762
3.68737,17.46429
3.70741,10.34421
3.72745,20.10208
3.74749,10.75306
3.76754,24.48480
3.78758,24.01377
3.80762,4.08765
3.82766,4.16443
3.84770,8.50612
3.86774,20.23109
3.88778,25.21853
3.90782,1.48688
3.92786,21.21801
3.94790,7.16520
3.96794,12.94020
3.98798,27.35744
4.00802,18.83790
4.02806,11.46570
4.04810,15.89802
4.06814,21.40905
4.08818,31.12326
4.10822,38.19713
4.12826,18.48267
4.14830,12.50644
4.16834,1.00343
4.18838,10.68934
4.20842,25.85582
4.22846,16.03151
4.24850,22.11698
4.26854,18.78231
4.28858,20.32311
4.30862,36.90404
4.32866,23.58956
4.34870,14.37834
4.36874,12.58154
4.38878,17.71331
4.40882,30.39866
4.42886,13.18894
4.44890,19.93235
4.46894,17.26259
4.48898,30.56983
4.50902,27.23293
4.52906,20.18175
4.54910,29.49592
4.56914,23.18904
4.58918,25.47963
4.60922,22.68445
4.62926,20.43192
4.64930,24.80443
4.66934,20.60810
4.68938,13.32562
4.70942,21.83496
4.72946,17.98033
4.74950,24.29530
4.76954,15.45625
4.78958,18.89334
4.80962,22.90356
4.82966,4.80133
4.84970,24.38695
4.86974,38.70614
4.88978,4.11999
4.90982,17.12512
4.92986,34.11446
4.94990,17.23888
4.96994,18.44442
4.98998,24.32208
5.01002,23.46701
5.03006,31.72116
5.05010,22.14870
5.07014,11.31710
5.09018,8.64342
5.11022,22.43220
5.13026,34.60315
5.15030,24.29317
5.17034,33.08544
5.19038,23.14805
5.21042,29.09454
5.23046,32.40175
5.25050,23.20634
5.27054,20.94348
5.29058,19.69627
5.31062,39.45239
5.33066,19.32257
5.35070,35.65053
5.37074,42.74933
5.39078,45.16623
5.41082,21.96254
5.43086,31.57563
5.45090,22.91325
5.47094,37.47023
5.49098,21.44704
5.51102,31.56674
5.53106,30.34008
5.55110,29.04450
5.57114,25.81570
5.59118,28.43654
5.61122,26.52133
5.63126,25.11938
5.65130,29.77823
5.67134,44.58291
5.69138,46.03440
5.71142,19.90647
5.73146,29.96329
5.75150,24.20935
5.77154,50.42069
5.79158,61.00906
5.81162,64.28520
5.83166,39.13991
5.85170,43.03771
5.87174,21.76363
5.89178,56.60343
5.91182,36.22082
5.93186,30.30581
5.95190,40.58635
5.97194,45.53619
5.99198,31.04640
6.01202,41.67580
6.03206,40.85261
6.05210,49.07351
6.07214,40.35400
6.09218,56.73620
6.11222,29.84180
6.13226,29.85323
6.15230,27.67175
6.17234,37.40730
6.19238,50.96391
6.21242,52.68881
6.23246,26.97583
6.25251,44.85957
6.27255,38.96755
6.29259,52.04454
6.31263,48.72085
6.33267,51.78880
6.35271,59.83734
6.37275,42.66655
6.39279,39.60621
6.41283,58.12192
6.43287,31.00925
6.45291,50.36995
6.47295,45.76323
6.49299,57.58910
6.51303,65.22250
6.53307,76.17960
6.55311,67.02660
6.57315,52.73386
6.59319,55.32646
6.61323,50.34658
6.63327,34.11684
6.65331,60.34689
6.67335,56.38158
6.69339,56.21807
6.71343,66.31584
6.73347,62.82115
6.75351,61.17999
6.77355,65.14026
6.79359,84.28744
6.81363,62.83060
6.83367,53.41619
6.85371,71.49917
6.87375,63.97226
6.89379,45.25104
6.91383,82.97968
6.93387,57.50239
6.95391,55.05133
6.97395,69.75434
6.99399,71.43707
7.01403,55.89836
7.03407,58.73707
7.05411,61.18703
7.07415,57.37040
7.09419,78.83431
7.11423,74.24181
7.13427,79.15408
7.15431,63.45560
7.17435,90.21268
7.19439,86.25425
7.21443,73.57478
7.23447,68.35540
7.25451,69.71006
7.27455,88.00976
7.29459,73.11652
7.31463,96.86955
7.33467,76.03988
7.35471,73.03265
7.37475,71.78120
7.39479,86.53033
7.41483,77.14962
7.43487,78.58987
7.45491,77.23565
7.47495,101.12692
7.49499,84.58077
7.51503,88.93519
7.53507,93.82336
7.55511,103.25509
7.57515,98.28849
7.59519,92.10395
7.61523,86.11868
7.63527,87.00030
7.65531,96.99738
7.67535,110.28095
7.69539,93.86124
7.71543,101.05464
7.73547,96.44081
7.75551,94.76575
7.77555,100.99389
7.79559,96.41703
7.81563,96.22453
7.83567,115.84872
7.85571,80.72143
7.87575,102.66102
7.89579,107.69026
7.91583,116.05450
7.93587,102.46591
7.95591,117.91865
7.97595,107.75211
7.99599,103.88897
8.01603,111.66424
8.03607,105.75217
8.05611,124.54313
8.07615,119.95762
8.09619,113.24693
8.11623,115.89566
8.13627,119.76299
8.15631,119.69123
8.17635,131.30164
8.19639,130.56808
8.21643,111.68166
8.23647,112.05695
8.25651,126.01754
8.27655,112.42240
8.29659,120.33749
8.31663,115.80175
8.33667,126.90275
8.35671,139.62487
8.37675,125.57881
8.39679,131.58872
8.41683,129.84246
8.43687,135.88236
8.45691,141.85009
8.47695,149.19275
8.49699,142.22987
8.51703,154.53866
8.53707,128.04435
8.55711,136.78142
8.57715,139.40772
8.59719,145.71480
8.61723,154.79459
8.63727,171.57579
8.65731,161.99735
8.67735,156.02953
8.69739,170.01720
8.71743,177.82551
8.73747,140.88010
8.75752,165.24524
8.77756,149.29265
8.79760,173.17322
8.81764,167.10131
8.83768,157.41613
8.85772,179.47949
8.87776,167.50074
8.89780,181.70727
8.91784,170.01800
8.93788,181.33863
8.95792,179.84915
8.97796,182.71544
8.99800,194.31036
9.01804,161.02357
9.03808,186.06412
9.05812,195.75589
9.07816,176.17533
9.09820,197.04029
9.11824,197.83956
9.13828,214.74501
9.15832,207.53600
9.17836,195.29304
9.19840,198.52969
9.21844,196.17618
9.23848,204.40261
9.25852,204.40102
9.27856,211.45737
9.29860,215.39895
9.31864,208.22736
9.33868,222.75225
9.35872,211.14954
9.37876,206.80106
9.39880,224.34586
9.41884,230.90733
9.43888,214.97334
9.45892,214.14485
9.47896,227.68625
9.49900,227.66881
9.51904,216.73928
9.53908,247.19871
9.55912,255.71231
9.57916,247.90827
9.59920,234.85432
9.61924,241.12715
9.63928,250.82935
9.65932,229.47777
9.67936,245.80252
9.69940,246.13222
9.71944,258.33589
9.73948,257.55297
9.75952,258.91510
9.77956,268.22355
9.79960,289.39668
9.81964,267.41155
9.83968,285.13226
9.85972,271.13179
9.87976,294.40611
9.89980,279.67715
9.91984,292.36034
9.93988,286.34860
9.95992,284.43843
9.97996,296.15423
10.00000,302.32782
