x,y
0.00000,2.17446
0.02004,6.47186
0.04008,5.50661
0.06012,7.09685
0.08016,6.08151
0.10020,7.17047
0.12024,8.82193
0.14028,8.45370
0.16032,3.50568
0.18036,6.58798
0.20040,6.98761
0.22044,4.46674
0.24048,4.47515
0.26052,3.22478
0.28056,5.77030
0.30060,3.11673
0.32064,6.71597
0.34068,10.99068
0.36072,5.89664
0.38076,5.30423
0.40080,3.23931
0.42084,6.02069
0.44088,6.11529
0.46092,7.01867
0.48096,8.55942
0.50100,10.51214
0.52104,13.47239
0.54108,7.16874
0.56112,5.77535
0.58116,6.42644
0.60120,9.90484
0.62124,3.66491
0.64128,6.55750
0.66132,12.74520
0.68136,6.74135
0.70140,4.51271
0.72144,7.04113
0.74148,6.66590
0.76152,2.36009
0.78156,3.68991
0.80160,7.34560
0.82164,6.89669
0.84168,6.27995
0.86172,5.01044
0.88176,7.66496
0.90180,5.53070
0.92184,8.72974
0.94188,9.41657
0.96192,6.46302
0.98196,7.12664
1.00200,7.83108
1.02204,2.18467
1.04208,10.34843
1.06212,5.12490
1.08216,7.97807
1.10220,9.61279
1.12224,6.29879
1.14228,10.32760
1.16232,7.16929
1.18236,10.44364
1.20240,5.74382
1.22244,7.83442
1.24248,7.00070
1.26253,5.77108
1.28257,9.39191
1.30261,10.51133
1.32265,6.90250
1.34269,12.48782
1.36273,9.53339
1.38277,10.31357
1.40281,6.34131
1.42285,10.73792
1.44289,8.53692
1.46293,4.70975
1.48297,9.23619
1.50301,9.99644
1.52305,10.99831
1.54309,10.21345
1.56313,9.37617
1.58317,10.26565
1.60321,11.72946
1.62325,9.92599
1.64329,10.91471
1.66333,8.15148
1.68337,10.19307
1.70341,8.67383
1.72345,7.47540
1.74349,10.34759
1.76353,9.90414
1.78357,10.09127
1.80361,10.77755
1.82365,7.78218
1.84369,10.00962
1.86373,5.95302
1.88377,9.53930
1.90381,9.11709
1.92385,9.58563
1.94389,8.31886
1.96393,9.07152
1.98397,7.17254
2.00401,11.16381
2.02405,12.33131
2.04409,6.88418
2.06413,9.17270
2.08417,9.98678
2.10421,9.93425
2.12425,10.31579
2.14429,7.58414
2.16433,11.27567
2.18437,9.97061
2.20441,9.64864
2.22445,9.82117
2.24449,12.40142
2.26453,12.24388
2.28457,9.76537
2.30461,9.10013
2.32465,8.71219
2.34469,8.16306
2.36473,10.14583
2.38477,9.25496
2.40481,8.68497
2.42485,11.27185
2.44489,7.09751
2.46493,11.51213
2.48497,9.14361
2.50501,11.48350
2.52505,17.07723
2.54509,11.91087
2.56513,15.32203
2.58517,11.70880
2.60521,13.08580
2.62525,12.46547
2.64529,13.44937
2.66533,14.79143
2.68537,13.07119
2.70541,10.65084
2.72545,11.19159
2.74549,12.29195
2.76553,13.92305
2.78557,10.65727
2.80561,9.58317
2.82565,11.14207
2.84569,10.31233
2.86573,16.07451
2.88577,11.34241
2.90581,12.79441
2.92585,13.38701
2.94589,11.40708
2.96593,12.51740
2.98597,15.87990
3.00601,12.87425
3.02605,10.23590
3.04609,10.75098
3.06613,14.04849
3.08617,16.37517
3.10621,8.95526
3.12625,12.00372
3.14629,13.87756
3.16633,15.86235
3.18637,11.82181
3.20641,14.71234
3.22645,10.82082
3.24649,13.26620
3.26653,11.94428
3.28657,12.35340
3.30661,14.44570
3.32665,8.26846
3.34669,11.83650
3.36673,15.17898
3.38677,14.14348
3.40681,18.07544
3.42685,13.30254
3.44689,12.64305
3.46693,13.19908
3.48697,10.68074
3.50701,12.17655
3.52705,13.09351
3.54709,16.59889
3.56713,16.24276
3.58717,15.05943
3.60721,16.05647
3.62725,11.53090
3.64729,17.61676
3.66733,17.15280
3.68737,12.82232
3.70741,13.20348
3.72745,15.75757
3.74749,15.95682
3.76754,12.18060
3.78758,9.46768
3.80762,14.05447
3.82766,18.51723
3.84770,16.71445
3.86774,15.78455
3.88778,16.30710
3.90782,12.99664
3.92786,13.32563
3.94790,18.71969
3.96794,11.97011
3.98798,17.16304
4.00802,13.76788
4.02806,15.85201
4.04810,15.19838
4.06814,16.28205
4.08818,14.89943
4.10822,15.89557
4.12826,14.92453
4.14830,14.63259
4.16834,14.66501
4.18838,16.19931
4.20842,15.30119
4.22846,14.38423
4.24850,14.88593
4.26854,16.90841
4.28858,20.13283
4.30862,14.69490
4.32866,13.55190
4.34870,15.58568
4.36874,15.80923
4.38878,16.66421
4.40882,19.42388
4.42886,15.56849
4.44890,13.50566
4.46894,17.10166
4.48898,17.28029
4.50902,18.93060
4.52906,17.76902
4.54910,20.32616
4.56914,12.84227
4.58918,17.68376
4.60922,13.10736
4.62926,15.00761
4.64930,16.02394
4.66934,12.06361
4.68938,19.87360
4.70942,17.86336
4.72946,17.03694
4.74950,15.00273
4.76954,23.80465
4.78958,21.27201
4.80962,15.04450
4.82966,13.56845
4.84970,17.32023
4.86974,14.85580
